time	N1	N2
209.200000	7.313115	34.814083
209.600000	9.722448	38.341416
210.000000	12.578609	38.569112
210.400000	15.550448	38.648770
210.800000	18.030800	38.724377
211.200000	19.640288	38.801817
211.600000	20.487785	38.881489
212.000000	20.879707	38.963482
212.400000	2.843250	5.631250
212.800000	5.014731	17.057870
213.200000	7.299690	33.473103
213.600000	9.677419	36.876771
214.000000	12.429036	37.102929
214.400000	15.272983	37.185236
214.800000	17.651978	37.263684
215.200000	19.201314	37.344084
215.600000	20.019070	37.426811
216.000000	20.397684	37.511946
216.400000	2.730000	5.206000
216.800000	4.878842	16.059486
217.200000	7.212931	32.142093
217.600000	9.725653	35.509955
218.000000	12.643549	35.731999
218.400000	15.629079	35.812483
218.800000	18.101568	35.889104
219.200000	19.702329	35.967615
219.600000	20.544872	36.048428
220.000000	20.934490	36.131638
220.400000	2.824500	4.939250
220.800000	5.069650	15.912021
221.200000	7.573221	32.106902
221.600000	10.310796	35.513452
222.000000	13.470514	35.731781
222.400000	16.667014	35.806901
222.800000	19.285707	35.878281
223.200000	20.968308	35.951512
223.600000	21.850266	36.026941
224.000000	22.257318	36.104643
224.400000	2.864500	5.135250
224.800000	5.026566	16.021028
225.200000	7.354730	32.452472
225.600000	9.826364	35.907035
226.000000	12.712705	36.133688
226.400000	15.691586	36.214489
226.800000	18.167091	36.291255
227.200000	19.769769	36.369891
227.600000	20.612755	36.450798
228.000000	21.002401	36.534064
228.400000	3.053750	4.826500
228.800000	5.501515	15.486770
229.200000	8.328822	31.086267
229.600000	11.507913	34.361469
230.000000	15.181655	34.573027
230.400000	18.874755	34.645800
230.800000	21.887344	34.714770
231.200000	23.820529	34.785474
231.600000	24.833679	34.858262
232.000000	25.301305	34.933209
232.400000	3.779000	4.528250
232.800000	6.705231	15.311655
233.200000	10.019441	31.337619
233.600000	13.644454	34.733587
234.000000	17.692820	34.947008
234.400000	21.646950	35.012753
234.800000	24.800284	35.073493
235.200000	26.794340	35.135575
235.600000	27.831315	35.199486
236.000000	28.308217	35.265323
236.400000	4.228500	4.673000
236.800000	7.396072	16.467801
237.200000	10.921724	32.998933
237.600000	14.719003	36.427857
238.000000	18.898287	36.637849
238.400000	22.934523	36.699525
238.800000	26.127216	36.756306
239.200000	28.136149	36.814341
239.600000	29.178201	36.874053
240.000000	29.656879	36.935520
240.400000	4.587000	4.808750
240.800000	7.880476	17.753895
241.200000	11.465750	35.262161
241.600000	15.267785	38.779199
242.000000	19.423923	38.985632
242.400000	23.454613	39.041921
242.800000	26.668769	39.093296
243.200000	28.703519	39.145805
243.600000	29.762400	39.199844
244.000000	30.249538	39.255486
244.400000	4.321500	5.505000
244.800000	7.347274	19.127447
245.200000	10.495099	36.840421
245.600000	13.782332	40.415827
246.000000	17.421193	40.631592
246.400000	20.982434	40.694109
